Index,Name,CAS Number,Vapor Pressute (25 ºC) /kPa,-0.025,-0.024,-0.023,-0.022,-0.021,-0.020,-0.019,-0.018,-0.017,-0.016,-0.015,-0.014,-0.013,-0.012,-0.011,-0.010,-0.009,-0.008,-0.007,-0.006,-0.005,-0.004,-0.003,-0.002,-0.001,0.000,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.010,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.020,0.021,0.022,0.023,0.024,0.025,Notes
553,DIETHYLENE-GLYCOL,111-46-6,0.001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.096500,1.057864,2.828945,1.377528,1.513694,1.025372,2.752392,2.026198,1.760351,1.202928,2.459208,4.402743,12.259096,18.776859,14.286272,9.530680,11.174880,8.289799,4.991158,3.226568,3.977160,3.612258,2.744965,2.160101,1.842229,3.889705,6.253461,3.641647,3.865107,5.249831,4.771474,4.066587,0.849090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Sigma profile taken from the VT-2005 Sigma Profile Database; Molar mass calculated from the VT-2005 Sigma Profile Database. Property taken from the CRC Handbook of Chemistry and Physics, 102nd Edition, Table:""PHYSICAL CONSTANTS OF ORGANIC COMPOUNDS"""
246,M-XYLENE,108-38-3,1.13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014434,2.865178,12.657499,19.188659,19.024047,12.759261,11.545075,16.377288,17.200997,7.472190,7.910337,6.307767,6.609444,9.928557,6.695165,3.285355,0.130516,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Sigma profile taken from the VT-2005 Sigma Profile Database; Molar mass calculated from the VT-2005 Sigma Profile Database. Property taken from the CRC Handbook of Chemistry and Physics, 102nd Edition, Table:""PHYSICAL CONSTANTS OF ORGANIC COMPOUNDS"""
264,M-DIETHYLBENZENE,141-93-5,0.14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.238197,6.492808,18.932599,26.632819,27.311964,20.033892,21.244818,17.065429,14.724010,8.180013,6.317322,4.887077,10.012653,5.591463,4.948685,0.757280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Sigma profile taken from the VT-2005 Sigma Profile Database; Molar mass calculated from the VT-2005 Sigma Profile Database. Property taken from the CRC Handbook of Chemistry and Physics, 102nd Edition, Table:""PHYSICAL CONSTANTS OF ORGANIC COMPOUNDS"""
1093,CARBON-DISULFIDE,75-15-0,48.2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.024772,6.112846,1.725148,9.434506,2.185208,7.856695,16.157832,27.028839,28.067900,0.008895,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Sigma profile taken from the VT-2005 Sigma Profile Database; Molar mass calculated from the VT-2005 Sigma Profile Database. Property taken from the CRC Handbook of Chemistry and Physics, 102nd Edition, Table:""PHYSICAL CONSTANTS OF ORGANIC COMPOUNDS"""
638,METHYL-ACETATE,79-20-9,28.8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.436825,4.354451,9.841465,11.746464,9.005809,12.208574,15.164770,9.699218,5.318633,2.704576,2.086826,1.877898,3.334145,1.784011,2.726226,2.871979,2.921158,3.346360,1.582541,4.738263,4.307611,1.403958,0.092899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Sigma profile taken from the VT-2005 Sigma Profile Database; Molar mass calculated from the VT-2005 Sigma Profile Database. Property taken from the CRC Handbook of Chemistry and Physics, 102nd Edition, Table:""PHYSICAL CONSTANTS OF ORGANIC COMPOUNDS"""
406,ACETALDEHYDE,75-07-0,120.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.735123,5.307909,12.084348,8.795970,6.673737,6.471562,6.565611,5.155870,3.911172,2.762874,1.251693,0.936445,0.449547,1.134548,0.822747,1.753683,1.400782,3.209762,4.184150,4.153525,3.045683,1.798161,0.190689,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Sigma profile taken from the VT-2005 Sigma Profile Database; Molar mass calculated from the VT-2005 Sigma Profile Database. Property taken from the CRC Handbook of Chemistry and Physics, 102nd Edition, Table:""PHYSICAL CONSTANTS OF ORGANIC COMPOUNDS"""
555,TETRAETHYLENE-GLYCOL,112-60-7,1e-06,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030599,0.977303,3.052917,1.690081,1.397808,1.181537,2.307892,2.071715,1.670141,2.135867,1.778658,2.838600,18.357640,41.894370,32.368763,20.967873,18.085753,18.895245,10.591087,4.564607,6.125892,6.437557,3.187152,2.674094,3.010355,6.052429,15.313652,5.252134,5.746861,7.621527,4.945552,3.841405,0.667495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Sigma profile taken from the VT-2005 Sigma Profile Database; Molar mass calculated from the VT-2005 Sigma Profile Database. Property taken from the CRC Handbook of Chemistry and Physics, 102nd Edition, Table:""PHYSICAL CONSTANTS OF ORGANIC COMPOUNDS"""
479,1-PROPANOL,71-23-8,2.76,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.149301,0.487779,1.574573,0.595096,0.544175,0.767107,1.124870,0.854885,0.845249,0.777629,1.131526,2.142454,7.357987,14.816916,14.768569,12.130439,10.756428,9.904332,7.973389,1.868993,1.480281,1.534500,1.157013,0.689937,0.849405,0.939636,1.508095,1.409212,1.562955,2.259840,2.292561,1.751566,0.381600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Sigma profile taken from the VT-2005 Sigma Profile Database; Molar mass calculated from the VT-2005 Sigma Profile Database. Property taken from the CRC Handbook of Chemistry and Physics, 102nd Edition, Table:""PHYSICAL CONSTANTS OF ORGANIC COMPOUNDS"""
670,2-ETHYLHEXYL-ACETATE,103-09-3,0.09,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.191039,2.187737,4.449612,8.557204,11.262896,27.091885,39.167028,42.336418,28.423284,23.913273,20.790233,9.885835,2.955752,1.227847,1.747647,2.836124,1.489843,2.435036,2.044423,3.861917,4.803225,2.051843,0.220710,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Sigma profile taken from the VT-2005 Sigma Profile Database; Molar mass calculated from the VT-2005 Sigma Profile Database. Property taken from the CRC Handbook of Chemistry and Physics, 102nd Edition, Table:""PHYSICAL CONSTANTS OF ORGANIC COMPOUNDS"""
837,TRICHLOROFLUOROMETHANE,75-69-4,106.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.333478,1.392912,6.759475,2.056705,1.396900,11.232563,4.369114,2.468527,20.362327,31.809335,40.405535,0.544919,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Sigma profile taken from the VT-2005 Sigma Profile Database; Molar mass calculated from the VT-2005 Sigma Profile Database. Property taken from the CRC Handbook of Chemistry and Physics, 102nd Edition, Table:""PHYSICAL CONSTANTS OF ORGANIC COMPOUNDS"""
